t,xc,yc,psi,u,v,r
-6.59668,-3.66967,-0.169944,-0.245261,-0.2369,0,
39.9347,19.0194,-3.19701,2.67077,5.24769,-0.0367256,
-6.5995,-3.67159,-0.169944,-0.245258,-0.236894,0,
39.9051,18.9684,-3.19738,2.66092,5.23828,-0.035414,
-6.60232,-3.67351,-0.169944,-0.245255,-0.236888,0,
39.8756,18.9176,-3.19773,2.65114,5.22885,-0.0341492,
-6.60513,-3.67543,-0.169944,-0.245253,-0.236882,0,
39.8462,18.8669,-3.19807,2.64143,5.21938,-0.0329296,
-6.60795,-3.67735,-0.169944,-0.24525,-0.236876,0,
39.8169,18.8163,-3.1984,2.63179,5.2099,-0.0317535,
-6.61077,-3.67927,-0.169944,-0.245247,-0.23687,0,
39.7877,18.7658,-3.19872,2.62223,5.20038,-0.0306195,
-6.61359,-3.68119,-0.169944,-0.245244,-0.236864,0,
39.7585,18.7153,-3.19903,2.61272,5.19085,-0.0295259,
-6.6164,-3.68311,-0.169944,-0.245241,-0.236858,0,
39.7295,18.665,-3.19932,2.60328,5.1813,-0.0284714,
-6.61922,-3.68503,-0.169944,-0.245238,-0.236852,0,
39.7005,18.6148,-3.19961,2.5939,5.17172,-0.0274546,
-6.62204,-3.68695,-0.169944,-0.245235,-0.236846,0,
39.6716,18.5647,-3.19988,2.58458,5.16213,-0.0264741,
-6.62486,-3.68887,-0.169944,-0.245233,-0.23684,0,
39.6428,18.5146,-3.20014,2.57532,5.15252,-0.0255286,
-6.62768,-3.69079,-0.169944,-0.24523,-0.236834,0,
39.6141,18.4647,-3.2004,2.56611,5.14289,-0.0246168,
-6.63049,-3.69271,-0.169944,-0.245227,-0.236828,0,
39.5854,18.4149,-3.20065,2.55695,5.13325,-0.0237377,
-6.63331,-3.69463,-0.169944,-0.245224,-0.236822,0,
39.5569,18.3651,-3.20088,2.54784,5.1236,-0.0228899,
-6.63613,-3.69655,-0.169944,-0.245221,-0.236816,0,
39.5284,18.3155,-3.20111,2.53878,5.11393,-0.0220724,
-6.63895,-3.69847,-0.169944,-0.245218,-0.23681,0,
39.5,18.266,-3.20133,2.52977,5.10425,-0.0212841,
-6.64176,-3.70039,-0.169944,-0.245215,-0.236804,0,
39.4717,18.2165,-3.20155,2.52081,5.09455,-0.0205239,
-6.64458,-3.70231,-0.169944,-0.245213,-0.236798,0,
39.4435,18.1672,-3.20175,2.51189,5.08485,-0.0197909,
-6.6474,-3.70423,-0.169944,-0.24521,-0.236792,0,
39.4154,18.1179,-3.20195,2.50301,5.07514,-0.0190841,
-6.65021,-3.70615,-0.169944,-0.245207,-0.236786,0,
39.3873,18.0688,-3.20214,2.49417,5.06542,-0.0184025,
-6.65303,-3.70807,-0.169944,-0.245204,-0.23678,0,
39.3594,18.0197,-3.20232,2.48537,5.05569,-0.0177453,
-6.65585,-3.70998,-0.169944,-0.245201,-0.236774,0,
39.3315,17.9708,-3.2025,2.47661,5.04595,-0.0171116,
-6.65867,-3.7119,-0.169944,-0.245198,-0.236768,0,
39.3037,17.9219,-3.20267,2.46788,5.0362,-0.0165004,
-6.66148,-3.71382,-0.169944,-0.245195,-0.236762,0,
39.276,17.8732,-3.20284,2.4592,5.02645,-0.0159111,
-6.6643,-3.71574,-0.169944,-0.245193,-0.236756,0,
39.2484,17.8245,-3.203,2.45054,5.0167,-0.0153429,
-6.66712,-3.71766,-0.169944,-0.24519,-0.23675,0,
39.2208,17.7759,-3.20315,2.44192,5.00694,-0.0147949,
-6.66993,-3.71958,-0.169944,-0.245187,-0.236744,0,
39.1934,17.7274,-3.2033,2.43333,4.99717,-0.0142665,
-6.67275,-3.7215,-0.169944,-0.245184,-0.236738,0,
39.166,17.6791,-3.20344,2.42477,4.98741,-0.013757,
-6.67557,-3.72342,-0.169944,-0.245181,-0.236732,0,
39.1387,17.6308,-3.20358,2.41624,4.97763,-0.0132657,
-6.67838,-3.72533,-0.169944,-0.245178,-0.236726,0,
39.1115,17.5826,-3.20371,2.40774,4.96786,-0.0127919,
-6.6812,-3.72725,-0.169944,-0.245176,-0.23672,0,
39.0844,17.5345,-3.20384,2.39927,4.95808,-0.0123351,
-6.68402,-3.72917,-0.169944,-0.245173,-0.236714,0,
39.0574,17.4865,-3.20396,2.39082,4.94831,-0.0118945,
-6.68684,-3.73109,-0.169944,-0.24517,-0.236708,0,
39.0304,17.4386,-3.20408,2.3824,4.93853,-0.0114697,
-6.68965,-3.73301,-0.169944,-0.245167,-0.236702,0,
39.0036,17.3908,-3.2042,2.37401,4.92875,-0.0110601,
-6.69247,-3.73493,-0.169944,-0.245164,-0.236696,0,
38.9768,17.3431,-3.20431,2.36564,4.91897,-0.0106651,
-6.69529,-3.73684,-0.169944,-0.245161,-0.23669,0,
38.9501,17.2955,-3.20441,2.35729,4.90919,-0.0102842,
-6.6981,-3.73876,-0.169944,-0.245158,-0.236684,0,
38.9235,17.248,-3.20452,2.34896,4.89941,-0.00991689,
-6.70092,-3.74068,-0.169944,-0.245156,-0.236678,0,
38.897,17.2006,-3.20461,2.34066,4.88963,-0.00956271,
-6.70374,-3.7426,-0.169944,-0.245153,-0.236672,0,
38.8705,17.1533,-3.20471,2.33238,4.87985,-0.00922119,
-6.70655,-3.74452,-0.169944,-0.24515,-0.236666,0,
38.8442,17.106,-3.2048,2.32412,4.87008,-0.0413919,
-6.70937,-3.74643,-0.169944,-0.245147,-0.23666,0,
38.8179,17.0589,-3.20522,2.31429,4.86106,-0.0724136,
-6.71218,-3.74835,-0.169944,-0.245144,-0.236654,0,
38.7917,17.0118,-3.20594,2.30296,4.85276,-0.102327,
-6.715,-3.75027,-0.169944,-0.245141,-0.236648,0,
38.7656,16.9649,-3.20696,2.2902,4.84515,-0.131173,
-6.71782,-3.75219,-0.169944,-0.245139,-0.236643,0,
38.7396,16.918,-3.20828,2.27604,4.8382,-0.158988,
-6.72063,-3.75411,-0.169944,-0.245136,-0.236637,0,
38.7137,16.8713,-3.20987,2.26055,4.83187,-0.18581,
-6.72345,-3.75602,-0.169944,-0.245133,-0.236631,0,
38.6878,16.8246,-3.21172,2.24378,4.82613,-0.211674,
-6.72627,-3.75794,-0.169944,-0.24513,-0.236625,0,
38.662,16.7781,-3.21384,2.22578,4.82093,-0.236614,
-6.72908,-3.75986,-0.169944,-0.245127,-0.236619,0,
38.6364,16.7316,-3.21621,2.20659,4.81626,-0.260664,
-6.7319,-3.76178,-0.169944,-0.245124,-0.236613,0,
38.6108,16.6852,-3.21881,2.18626,4.81208,-0.283854,
-6.73471,-3.76369,-0.169944,-0.245121,-0.236607,0,
38.5853,16.6389,-3.22165,2.16482,4.80836,-0.306217,
-6.73753,-3.76561,-0.169944,-0.245119,-0.236601,0,
38.5598,16.5927,-3.22471,2.14233,4.80505,-0.32778,
-6.74035,-3.76753,-0.169944,-0.245116,-0.236595,0,
38.5345,16.5466,-3.22799,2.11882,4.80215,-0.348574,
-6.74316,-3.76945,-0.169944,-0.245113,-0.236589,0,
38.5092,16.5006,-3.23148,2.09432,4.7996,-0.368625,
-6.74598,-3.77136,-0.169944,-0.24511,-0.236583,0,
38.4841,16.4547,-3.23516,2.06887,4.79739,-0.38796,
-6.74879,-3.77328,-0.169944,-0.245107,-0.236577,0,
38.459,16.4088,-3.23904,2.04251,4.79549,-0.406604,
-6.75161,-3.7752,-0.169944,-0.245104,-0.236571,0,
38.434,16.3631,-3.24311,2.01527,4.79386,-0.424582,
-6.75443,-3.77711,-0.169944,-0.245101,-0.236565,0,
38.4091,16.3174,-3.24736,1.98718,4.79248,-0.441919,
-6.75724,-3.77903,-0.169944,-0.245099,-0.236559,0,
38.3843,16.2719,-3.25177,1.95827,4.79133,-0.458636,
-6.76006,-3.78095,-0.169944,-0.245096,-0.236553,0,
38.3595,16.2264,-3.25636,1.92857,4.79037,-0.474756,
-6.76287,-3.78287,-0.169944,-0.245093,-0.236547,0,
38.3349,16.181,-3.26111,1.89811,4.78958,-0.4903,
-6.76569,-3.78478,-0.169944,-0.24509,-0.236541,0,
38.3103,16.1357,-3.26601,1.86692,4.78894,-0.50529,
-6.7685,-3.7867,-0.169944,-0.245087,-0.236535,0,
38.2859,16.0905,-3.27106,1.83502,4.78842,-0.519744,
-6.77132,-3.78862,-0.169944,-0.245084,-0.236529,0,
38.2615,16.0454,-3.27626,1.80243,4.788,-0.533681,
-6.77414,-3.79053,-0.169944,-0.245082,-0.236523,0,
38.2372,16.0004,-3.2816,1.76919,4.78766,-0.547121,
-6.77695,-3.79245,-0.169944,-0.245079,-0.236517,0,
38.213,15.9555,-3.28707,1.73531,4.78738,-0.560081,
-6.77977,-3.79437,-0.169944,-0.245076,-0.236511,0,
38.1889,15.9106,-3.29267,1.70082,4.78712,-0.572578,
-6.78258,-3.79628,-0.169944,-0.245073,-0.236505,0,
38.1649,15.8658,-3.2984,1.66574,4.78689,-0.584629,
-6.7854,-3.7982,-0.169944,-0.24507,-0.236499,0,
38.1409,15.8212,-3.30424,1.63009,4.78664,-0.59625,
-6.78821,-3.80012,-0.169944,-0.245067,-0.236493,0,
38.1171,15.7766,-3.31021,1.59389,4.78637,-0.607455,
-6.79103,-3.80203,-0.169944,-0.245064,-0.236487,0,
38.0934,15.7321,-3.31628,1.55717,4.78606,-0.61826,
-6.79384,-3.80395,-0.169944,-0.245062,-0.236481,0,
38.0697,15.6876,-3.32246,1.51994,4.78569,-0.628679,
-6.79666,-3.80586,-0.169944,-0.245059,-0.236475,0,
38.0461,15.6433,-3.32875,1.48222,4.78524,-0.606227,
-6.79947,-3.80778,-0.169944,-0.245056,-0.236469,0,
38.0227,15.599,-3.33481,1.44558,4.78421,-0.584576,
-6.80229,-3.8097,-0.169944,-0.245053,-0.236463,0,
37.9993,15.5549,-3.34066,1.40999,4.78264,-0.563698,
-6.8051,-3.81161,-0.169944,-0.24505,-0.236457,0,
37.976,15.5108,-3.34629,1.37542,4.78057,-0.543566,
-6.80792,-3.81353,-0.169944,-0.245047,-0.236451,0,
37.9528,15.4668,-3.35173,1.34184,4.77801,-0.524153,
-6.81073,-3.81545,-0.169944,-0.245045,-0.236445,0,
37.9298,15.4228,-3.35697,1.30919,4.77502,-0.505433,
-6.81355,-3.81736,-0.169944,-0.245042,-0.236439,0,
37.9068,15.379,-3.36203,1.27747,4.7716,-0.487382,
-6.81636,-3.81928,-0.169944,-0.245039,-0.236434,0,
37.8839,15.3352,-3.3669,1.24663,4.76779,-0.469975,
-6.81918,-3.82119,-0.169944,-0.245036,-0.236428,0,
37.8611,15.2915,-3.3716,1.21665,4.76361,-0.45319,
-6.82199,-3.82311,-0.169944,-0.245033,-0.236422,0,
37.8383,15.2479,-3.37613,1.18749,4.75908,-0.437005,
-6.82481,-3.82502,-0.169944,-0.24503,-0.236416,0,
37.8157,15.2044,-3.3805,1.15913,4.75423,-0.421398,
-6.82762,-3.82694,-0.169944,-0.245027,-0.23641,0,
37.7932,15.1609,-3.38472,1.13153,4.74907,-0.406348,
-6.83044,-3.82886,-0.169944,-0.245025,-0.236404,0,
37.7708,15.1176,-3.38878,1.10468,4.74363,-0.391835,
-6.83325,-3.83077,-0.169944,-0.245022,-0.236398,0,
37.7485,15.0743,-3.3927,1.07855,4.73792,-0.377841,
-6.83607,-3.83269,-0.169944,-0.245019,-0.236392,0,
37.7263,15.0311,-3.39648,1.05311,4.73196,-0.364347,
-6.83888,-3.8346,-0.169944,-0.245016,-0.236386,0,
37.7042,14.9879,-3.40012,1.02833,4.72576,-0.351335,
-6.8417,-3.83652,-0.169944,-0.245013,-0.23638,0,
37.6821,14.9449,-3.40363,1.0042,4.71933,-0.338787,
-6.84451,-3.83843,-0.169944,-0.24501,-0.236374,0,
37.6602,14.9019,-3.40702,0.980684,4.7127,-0.326687,
-6.84733,-3.84035,-0.169944,-0.245008,-0.236368,0,
37.6384,14.859,-3.41029,0.957768,4.70587,-0.31502,
-6.85014,-3.84226,-0.169944,-0.245005,-0.236362,0,
37.6167,14.8161,-3.41344,0.935429,4.69886,-0.303769,
-6.85296,-3.84418,-0.169944,-0.245002,-0.236356,0,
37.595,14.7734,-3.41647,0.913645,4.69168,-0.29292,
-6.85577,-3.84609,-0.169944,-0.244999,-0.23635,0,
37.5735,14.7307,-3.4194,0.892396,4.68434,-0.282459,
-6.85859,-3.84801,-0.169944,-0.244996,-0.236344,0,
37.5521,14.6881,-3.42223,0.871663,4.67684,-0.272371,
-6.8614,-3.84992,-0.169944,-0.244993,-0.236338,0,
37.5307,14.6456,-3.42495,0.851428,4.6692,-0.262644,
-6.86421,-3.85184,-0.169944,-0.244991,-0.236332,0,
37.5095,14.6031,-3.42758,0.831673,4.66143,-0.253263,
-6.86703,-3.85375,-0.169944,-0.244988,-0.236326,0,
37.4884,14.5608,-3.43011,0.812379,4.65353,-0.244218,
-6.86984,-3.85567,-0.169944,-0.244985,-0.23632,0,
37.4674,14.5185,-3.43255,0.79353,4.64552,-0.235496,
-6.87266,-3.85758,-0.169944,-0.244982,-0.236314,0,
37.4464,14.4762,-3.43491,0.77511,4.63739,-0.227086,
-6.87547,-3.8595,-0.169944,-0.244979,-0.236308,0,
37.4256,14.4341,-3.43718,0.757103,4.62916,-0.218975,
-6.87829,-3.86141,-0.169944,-0.244976,-0.236302,0,
37.4049,14.392,-3.43937,0.739495,4.62084,-0.211155,
-6.8811,-3.86333,-0.169944,-0.244973,-0.236296,0,
37.3842,14.35,-3.44148,0.722269,4.61242,-0.203614,
-6.88391,-3.86524,-0.169944,-0.244971,-0.23629,0,
37.3637,14.3081,-3.44352,0.705413,4.60392,-0.196342,
-6.88673,-3.86716,-0.169944,-0.244968,-0.236284,0,
37.3433,14.2662,-3.44548,0.688913,4.59534,-0.18933,
-6.88954,-3.86907,-0.169944,-0.244965,-0.236278,0,
37.323,14.2244,-3.44737,0.672755,4.58669,-0.182568,
-6.89236,-3.87099,-0.169944,-0.244962,-0.236273,0,
37.3027,14.1827,-3.4492,0.656927,4.57796,-0.176047,
-6.89517,-3.8729,-0.169944,-0.244959,-0.236267,0,
37.2826,14.1411,-3.45096,0.641417,4.56917,-0.16976,
-6.89798,-3.87481,-0.169944,-0.244956,-0.236261,0,
37.2626,14.0995,-3.45266,0.626214,4.56032,-0.163697,
-6.9008,-3.87673,-0.169944,-0.244954,-0.236255,0,
37.2427,14.058,-3.45429,0.611305,4.55141,-0.157851,
-6.90361,-3.87864,-0.169944,-0.244951,-0.236249,0,
37.2229,14.0166,-3.45587,0.596679,4.54245,-0.152213,
-6.90642,-3.88056,-0.169944,-0.244948,-0.236243,0,
37.2031,13.9752,-3.45739,0.582328,4.53344,-0.146777,
-6.90924,-3.88247,-0.169944,-0.244945,-0.236237,0,
37.1835,13.9339,-3.45886,0.568239,4.52438,-0.141535,
-6.91205,-3.88439,-0.169944,-0.244942,-0.236231,0,
37.164,13.8927,-3.46028,0.554404,4.51528,-0.13648,
-6.91487,-3.8863,-0.169944,-0.244939,-0.236225,0,
37.1446,13.8516,-3.46164,0.540813,4.50614,-0.131606,
-6.91768,-3.88821,-0.169944,-0.244936,-0.236219,0,
37.1253,13.8105,-3.46296,0.527457,4.49696,-0.126906,
-6.92049,-3.89013,-0.169944,-0.244934,-0.236213,0,
37.1061,13.7695,-3.46423,0.514327,4.48775,-0.122373,
-6.92331,-3.89204,-0.169944,-0.244931,-0.236207,0,
37.087,13.7286,-3.46545,0.501416,4.4785,-0.118003,
-6.92612,-3.89396,-0.169944,-0.244928,-0.236201,0,
37.068,13.6877,-3.46663,0.488714,4.46922,-0.113789,
-6.92893,-3.89587,-0.169944,-0.244925,-0.236195,0,
37.0491,13.6469,-3.46777,0.476213,4.45992,-0.109725,
-6.93175,-3.89778,-0.169944,-0.244922,-0.236189,0,
37.0303,13.6062,-3.46887,0.463908,4.45059,-0.105806,
-6.93456,-3.8997,-0.169944,-0.244919,-0.236183,0,
37.0116,13.5656,-3.46992,0.45179,4.44123,-0.102027,
-6.93737,-3.90161,-0.169944,-0.244917,-0.236177,0,
36.993,13.525,-3.47095,0.439852,4.43186,-0.0983833,
-6.94019,-3.90352,-0.169944,-0.244914,-0.236171,0,
36.9745,13.4845,-3.47193,0.428087,4.42246,-0.0948697,
-6.943,-3.90544,-0.169944,-0.244911,-0.236165,0,
36.9561,13.444,-3.47288,0.41649,4.41304,-0.0914814,
-6.94581,-3.90735,-0.169944,-0.244908,-0.236159,0,
36.9378,13.4036,-3.47379,0.405053,4.40361,-0.0882143,
-6.94863,-3.90926,-0.169944,-0.244905,-0.236153,0,
36.9196,13.3633,-3.47467,0.393772,4.39416,-0.0850637,
-6.95144,-3.91118,-0.169944,-0.244902,-0.236147,0,
36.9015,13.3231,-3.47553,0.382639,4.3847,-0.0820258,
-6.95425,-3.91309,-0.169944,-0.2449,-0.236142,0,
36.8835,13.2829,-3.47635,0.37165,4.37522,-0.0790963,
-6.95707,-3.915,-0.169944,-0.244897,-0.236136,0,
36.8656,13.2428,-3.47714,0.3608,4.36573,-0.0762714,
-6.95988,-3.91692,-0.169944,-0.244894,-0.23613,0,
36.8479,13.2028,-3.4779,0.350082,4.35623,-0.0735474,
-6.96269,-3.91883,-0.169944,-0.244891,-0.236124,0,
36.8302,13.1628,-3.47863,0.339493,4.34672,-0.0709207,
-6.96551,-3.92074,-0.169944,-0.244888,-0.236118,0,
36.8126,13.1229,-3.47934,0.329027,4.33721,-0.0683878,
-6.96832,-3.92266,-0.169944,-0.244885,-0.236112,0,
36.7951,13.0831,-3.48003,0.318679,4.32768,-0.0659454,
-6.97113,-3.92457,-0.169944,-0.244883,-0.236106,0,
36.7777,13.0433,-3.48069,0.308446,4.31815,-0.0635902,
-6.97394,-3.92648,-0.169944,-0.24488,-0.2361,0,
36.7605,13.0036,-3.48132,0.298323,4.30861,-0.0613191,
-6.97676,-3.92839,-0.169944,-0.244877,-0.236094,0,
36.7433,12.964,-3.48194,0.288306,4.29907,-0.0591292,
-6.97957,-3.93031,-0.169944,-0.244874,-0.236088,0,
36.7262,12.9244,-3.48253,0.278392,4.28952,-0.0570174,
-6.98238,-3.93222,-0.169944,-0.244871,-0.236082,0,
36.7093,12.8849,-3.4831,0.268575,4.27997,-0.0549811,
-6.9852,-3.93413,-0.169944,-0.244868,-0.236076,0,
36.6924,12.8455,-3.48365,0.258853,4.27042,-0.0530175,
-6.98801,-3.93605,-0.169944,-0.244865,-0.23607,0,
36.6756,12.8062,-3.48418,0.249222,4.26087,-0.051124,
-6.99082,-3.93796,-0.169944,-0.244863,-0.236064,0,
36.659,12.7669,-3.48469,0.239679,4.25131,-0.0492981,
-6.99363,-3.93987,-0.169944,-0.24486,-0.236058,0,
36.6424,12.7276,-3.48518,0.23022,4.24175,-0.0475375,
-6.99645,-3.94178,-0.169944,-0.244857,-0.236052,0,
36.626,12.6885,-3.48566,0.220842,4.23219,-0.0458397,
-6.99926,-3.94369,-0.169944,-0.244854,-0.236046,0,
36.6096,12.6494,-3.48612,0.211543,4.22263,-0.0442026,
-7.00207,-3.94561,-0.169944,-0.244851,-0.23604,0,
36.5934,12.6103,-3.48656,0.202319,4.21308,-0.0426239,
-7.00488,-3.94752,-0.169944,-0.244848,-0.236034,0,
36.5772,12.5714,-3.48698,0.193167,4.20352,-0.0411016,
-7.0077,-3.94943,-0.169944,-0.244846,-0.236029,0,
36.5612,12.5325,-3.4874,0.184086,4.19397,-0.0396337,
-7.01051,-3.95134,-0.169944,-0.244843,-0.236023,0,
36.5452,12.4936,-3.48779,0.175072,4.18441,-0.0382182,
-7.01332,-3.95326,-0.169944,-0.24484,-0.236017,0,
36.5294,12.4549,-3.48817,0.166122,4.17486,-0.0368533,
-7.01613,-3.95517,-0.169944,-0.244837,-0.236011,0,
36.5136,12.4162,-3.48854,0.157235,4.16531,-0.0680371,
-7.01894,-3.95708,-0.169944,-0.244834,-0.236005,0,
36.498,12.3775,-3.48922,0.147055,4.15582,-0.0981072,
-7.02176,-3.95899,-0.169944,-0.244831,-0.235999,0,
36.4824,12.339,-3.4902,0.135633,4.14637,-0.127103,
-7.02457,-3.9609,-0.169944,-0.244829,-0.235993,0,
36.467,12.3005,-3.49147,0.12302,4.13695,-0.155064,
-7.02738,-3.96282,-0.169944,-0.244826,-0.235987,0,
36.4517,12.262,-3.49303,0.109265,4.12756,-0.182026,
-7.03019,-3.96473,-0.169944,-0.244823,-0.235981,0,
36.4364,12.2236,-3.49485,0.0944139,4.11819,-0.208025,
-7.03301,-3.96664,-0.169944,-0.24482,-0.235975,0,
36.4213,12.1853,-3.49693,0.0785123,4.10882,-0.233096,
-7.03582,-3.96855,-0.169944,-0.244817,-0.235969,0,
36.4063,12.1471,-3.49926,0.061603,4.09944,-0.257271,
-7.03863,-3.97046,-0.169944,-0.244814,-0.235963,0,
36.3913,12.1089,-3.50183,0.0437278,4.09005,-0.280583,
-7.04144,-3.97237,-0.169944,-0.244812,-0.235957,0,
36.3765,12.0708,-3.50464,0.0249266,4.08062,-0.303062,
-7.04425,-3.97429,-0.169944,-0.244809,-0.235951,0,
36.3618,12.0327,-3.50767,0.0052381,4.07115,-0.324738,
-7.04707,-3.9762,-0.169944,-0.244806,-0.235945,0,
36.3472,11.9947,-3.51091,-0.0153005,4.06163,-0.34564,
-7.04988,-3.97811,-0.169944,-0.244803,-0.235939,0,
36.3326,11.9568,-3.51437,-0.0366534,4.05204,-0.365796,
-7.05269,-3.98002,-0.169944,-0.2448,-0.235933,0,
36.3182,11.9189,-3.51803,-0.0587859,4.04238,-0.385232,
-7.0555,-3.98193,-0.169944,-0.244797,-0.235927,0,
36.3039,11.8811,-3.52188,-0.0816646,4.03263,-0.403974,
-7.05831,-3.98384,-0.169944,-0.244795,-0.235922,0,
36.2897,11.8434,-3.52592,-0.105257,4.02278,-0.422046,
-7.06112,-3.98575,-0.169944,-0.244792,-0.235916,0,
36.2756,11.8057,-3.53014,-0.129533,4.01282,-0.439473,
-7.06394,-3.98767,-0.169944,-0.244789,-0.23591,0,
36.2616,11.768,-3.53453,-0.154461,4.00273,-0.456277,
-7.06675,-3.98958,-0.169944,-0.244786,-0.235904,0,
36.2477,11.7305,-3.5391,-0.180013,3.99252,-0.472482,
-7.06956,-3.99149,-0.169944,-0.244783,-0.235898,0,
36.2339,11.693,-3.54382,-0.206161,3.98216,-0.488107,
-7.07237,-3.9934,-0.169944,-0.24478,-0.235892,0,
36.2202,11.6555,-3.5487,-0.232877,3.97166,-0.503175,
-7.07518,-3.99531,-0.169944,-0.244777,-0.235886,0,
36.2066,11.6181,-3.55374,-0.260136,3.96099,-0.517704,
-7.07799,-3.99722,-0.169944,-0.244775,-0.23588,0,
36.1931,11.5808,-3.55891,-0.287911,3.95015,-0.531715,
-7.0808,-3.99913,-0.169944,-0.244772,-0.235874,0,
36.1798,11.5435,-3.56423,-0.316179,3.93913,-0.545225,
-7.08362,-4.00104,-0.169944,-0.244769,-0.235868,0,
36.1665,11.5063,-3.56968,-0.344915,3.92791,-0.558253,
-7.08643,-4.00295,-0.169944,-0.244766,-0.235862,0,
36.1533,11.4691,-3.57526,-0.374096,3.91651,-0.570815,
-7.08924,-4.00486,-0.169944,-0.244763,-0.235856,0,
36.1403,11.432,-3.58097,-0.4037,3.90489,-0.582929,
-7.09205,-4.00677,-0.169944,-0.24476,-0.23585,0,
36.1273,11.395,-3.5868,-0.433706,3.89306,-0.59461,
-7.09486,-4.00868,-0.169944,-0.244758,-0.235844,0,
36.1144,11.3579,-3.59275,-0.464092,3.88101,-0.605874,
-7.09767,-4.0106,-0.169944,-0.244755,-0.235838,0,
36.1017,11.321,-3.59881,-0.494838,3.86873,-0.616736,
-7.10048,-4.01251,-0.169944,-0.244752,-0.235832,0,
36.0891,11.2841,-3.60497,-0.525924,3.85621,-0.627209,
-7.10329,-4.01442,-0.169944,-0.244749,-0.235827,0,
36.0765,11.2473,-3.61125,-0.557331,3.84346,-0.637309,
-7.10611,-4.01633,-0.169944,-0.244746,-0.235821,0,
36.0641,11.2105,-3.61762,-0.589041,3.83045,-0.647048,
-7.10892,-4.01824,-0.169944,-0.244743,-0.235815,0,
36.0518,11.1737,-3.62409,-0.621035,3.81718,-0.656439,
-7.11173,-4.02015,-0.169944,-0.244741,-0.235809,0,
36.0396,11.137,-3.63065,-0.653296,3.80366,-0.665495,
-7.11454,-4.02206,-0.169944,-0.244738,-0.235803,0,
36.0275,11.1004,-3.63731,-0.685807,3.78987,-0.674227,
-7.11735,-4.02397,-0.169944,-0.244735,-0.235797,0,
36.0155,11.0638,-3.64405,-0.718551,3.7758,-0.682648,
-7.12016,-4.02588,-0.169944,-0.244732,-0.235791,0,
36.0036,11.0272,-3.65088,-0.751512,3.76146,-0.690767,
-7.12297,-4.02779,-0.169944,-0.244729,-0.235785,0,
35.9918,10.9907,-3.65779,-0.784675,3.74684,-0.698597,
-7.12578,-4.0297,-0.169944,-0.244726,-0.235779,0,
35.9801,10.9543,-3.66477,-0.818024,3.73193,-0.706147,
-7.12859,-4.03161,-0.169944,-0.244724,-0.235773,0,
35.9686,10.9178,-3.67183,-0.851545,3.71674,-0.713428,
-7.1314,-4.03352,-0.169944,-0.244721,-0.235767,0,
35.9571,10.8815,-3.67897,-0.885224,3.70124,-0.687948,
-7.13421,-4.03543,-0.169944,-0.244718,-0.235761,0,
35.9458,10.8451,-3.68585,-0.917842,3.68574,-0.663379,
-7.13703,-4.03734,-0.169944,-0.244715,-0.235755,0,
35.9346,10.8089,-3.69248,-0.949443,3.67025,-0.639686,
-7.13984,-4.03925,-0.169944,-0.244712,-0.235749,0,
35.9234,10.7726,-3.69888,-0.980066,3.65478,-0.616841,
-7.14265,-4.04116,-0.169944,-0.244709,-0.235743,0,
35.9124,10.7364,-3.70505,-1.00975,3.63934,-0.594811,
-7.14546,-4.04307,-0.169944,-0.244707,-0.235738,0,
35.9015,10.7003,-3.71099,-1.03853,3.62395,-0.573567,
-7.14827,-4.04498,-0.169944,-0.244704,-0.235732,0,
35.8907,10.6641,-3.71673,-1.06644,3.60861,-0.553083,
-7.15108,-4.04688,-0.169944,-0.244701,-0.235726,0,
35.8801,10.6281,-3.72226,-1.09353,3.59334,-0.53333,
-7.15389,-4.04879,-0.169944,-0.244698,-0.23572,0,
35.8695,10.592,-3.72759,-1.11981,3.57814,-0.514282,
-7.1567,-4.0507,-0.169944,-0.244695,-0.235714,0,
35.859,10.556,-3.73274,-1.14533,3.56302,-0.495915,
-7.15951,-4.05261,-0.169944,-0.244692,-0.235708,0,
35.8487,10.52,-3.7377,-1.17011,3.54798,-0.478204,
-7.16232,-4.05452,-0.169944,-0.24469,-0.235702,0,
35.8384,10.4841,-3.74248,-1.19418,3.53304,-0.461125,
-7.16513,-4.05643,-0.169944,-0.244687,-0.235696,0,
35.8283,10.4482,-3.74709,-1.21757,3.5182,-0.444656,
-7.16794,-4.05834,-0.169944,-0.244684,-0.23569,0,
35.8183,10.4124,-3.75154,-1.24032,3.50345,-0.428776,
-7.17075,-4.06025,-0.169944,-0.244681,-0.235684,0,
35.8084,10.3765,-3.75582,-1.26243,3.48881,-0.413462,
-7.17356,-4.06216,-0.169944,-0.244678,-0.235678,0,
35.7986,10.3407,-3.75996,-1.28395,3.47427,-0.398696,
-7.17637,-4.06407,-0.169944,-0.244675,-0.235672,0,
35.7889,10.305,-3.76394,-1.30489,3.45984,-0.384457,
-7.17918,-4.06598,-0.169944,-0.244673,-0.235666,0,
35.7794,10.2693,-3.76779,-1.32527,3.44552,-0.370726,
-7.18199,-4.06789,-0.169944,-0.24467,-0.23566,0,
35.7699,10.2336,-3.7715,-1.34513,3.43131,-0.357486,
-7.1848,-4.06979,-0.169944,-0.244667,-0.235654,0,
35.7606,10.1979,-3.77507,-1.36447,3.41721,-0.344719,
-7.18761,-4.0717,-0.169944,-0.244664,-0.235649,0,
